sessionID,DNI,Telef,CP,duration_call_mins,Producto,Adosado,Bajo,Chalet,Con Perro,Con Rejas,Intermedio,Piso,Sin Perro,Sin Rejas,Unifamiliar,municipio_renta,municipio_norm,periodo_renta,renta_media,anio,tipo_delito,tasa
MC43MDM2MjI3ODUxNzE0NzY=,X83089678,653751021,28153,27.347855674413942,Home Premium Plus,0,0,1,0,0,0,0,0,1,1,28153 Torremocha de Jarama,28153 TORREMOCHA DE JARAMA,2020.0,42865.0,,,
MC43MDM2Mjc2NDA5ODUyMTEy,X02704234,646698614,28854,4.178570340167438,,0,0,0,1,0,1,1,0,0,0,,,,,,,
MC43MDM2ODIwMzc1ODgzMjMy,X34328017,653401519,28370,7.257552606341198,Home Premium Plus,0,0,0,0,0,1,1,1,0,0,,,,,,,
MC43MDM3Mzc0OTU4NDIzNDU5,X19930050,627430147,28657,3.9213444018991823,,0,0,1,0,0,0,0,0,1,1,,,,,,,
MC43MDM4NzUwMjg4OTYyODY3,X51752577,658778211,28464,15.606660409986148,Home Premium Plus,0,0,0,0,0,1,1,1,0,0,,,,,,,
MC43MDMwMjc1ODc3NTU1MjU0,X80754299,632331393,28085,3.969962924527749,,1,0,1,0,1,0,0,0,0,0,28085 Miraflores de la Sierra,28085 MIRAFLORES DE LA SIERRA,2020.0,53032.0,,,
MC43MDMxNTExOTQ2MzgxMzAz,X74870143,678814263,28754,7.402579695714474,,0,0,0,0,0,1,1,1,0,0,,,,,,,
MC43MDQ0Mjg2OTI1MTA1MzUz,X70403027,677291501,28504,7.829107322223348,,0,1,0,1,1,0,1,0,0,0,,,,,,,
MC43MDQ1MzU2MTEwMTA1Mzg3,X18283876,622947775,28902,16.822300230657106,Home Basic,0,1,0,1,0,0,1,0,1,0,28902 Puentes Viejas,28902 PUENTES VIEJAS,2020.0,35501.0,,,
MC43MDQ1NDcwNjczMzU4OTc2,X82779866,618399235,28238,14.153152254519542,Home Basic,1,0,1,0,0,0,0,0,1,0,,,,,,,
MC43MDQ4Nzg4ODA1MzY3NDUz,X06387225,655115614,28093,8.602419489622893,,0,1,0,1,1,0,1,0,0,0,28093 Navacerrada,28093 NAVACERRADA,2020.0,50787.0,,,
MC43MDQ5NDk4NDYyMjQ1NjU1,X13238638,612854670,28981,4.8334642117510995,,0,1,0,1,0,0,1,0,1,0,,,,,,,
MC43MDQ5ODY0MTYwMjg1NTY=,X99928966,657765317,28589,0.0446628370731474,,1,0,1,0,1,0,0,0,0,0,,,,,,,
MC43MDQwMDYwNTA5OTIxNDIy,X84366749,647103233,28775,16.187736342159894,Home Premium Plus,1,0,1,0,0,0,0,0,1,0,,,,,,,
MC43MDQxNzIwMjIxNzQwODg1,X43185436,688359986,28484,30.59494971139392,Home Basic,0,1,0,1,0,0,1,0,1,0,,,,,,,
MC43MDQzMjQ5MDkyNDMwOTQz,X29165205,615036670,28767,13.631993680913135,,0,0,1,0,1,0,0,0,0,1,,,,,,,
MC43MDU0NTczNDkwNjk2ODIz,X92085420,667707171,28427,1.7055577449609327,,0,1,0,1,1,0,1,0,0,0,,,,,,,
MC43MDU2MTk1Nzg3NDk4NTgz,X79416821,689757794,28585,2.424409465175728,,0,1,0,0,0,0,1,1,1,0,,,,,,,
MC43MDU2MjQ2OTE1NTY3NDQx,X89011571,662479320,28824,14.819187586889605,Home Premium Plus,0,0,1,0,0,0,0,0,1,1,,,,,,,
MC43MDU2MzgyOTAzMTc0ODE0,X47618950,650659968,28226,24.658057429812832,Home Premium,0,1,0,1,0,0,1,0,1,0,,,,,,,
MC43MDU2OTYyNDEwNjE4MjUy,X18283876,622947775,28902,15.11048888430053,Home Basic,0,1,0,1,0,0,1,0,1,0,28902 Puentes Viejas,28902 PUENTES VIEJAS,2020.0,35501.0,,,
MC43MDU3MDM3MjY4MTI5NjUy,X52725604,608936730,28414,3.7699777243185912,,0,1,0,0,0,0,1,1,1,0,,,,,,,
MC43MDU4NDQ4MTU0Njk5MTY3,X60709938,614078507,28877,30.06315287645247,Home Premium,0,0,0,0,0,1,1,1,0,0,,,,,,,
MC43MDUwNTU2MjIyMjgzODA4,X73590490,615918131,28756,0.3025050624034033,,0,0,0,0,0,1,1,1,0,0,,,,,,,
MC43MDUzMDI3MzI4NjU5NjA3,X51375701,663419272,28895,14.638103154727984,Home Premium,0,1,0,0,0,0,1,1,1,0,,,,,,,
MC43MDUzNjgwMjkwMDEwNzY0,X69034133,614116093,28122,1.1017333268126288,,0,1,0,0,1,0,1,1,0,0,28122 Ribatejada,28122 RIBATEJADA,2020.0,34882.0,,,
MC43MDUzNzI0ODQzMDM0MTg5,X19150010,645573817,28401,7.774199165973464,,0,1,0,0,1,0,1,1,0,0,,,,,,,
MC43MDY2NTE3NTA3ODI0MTM5,X69225081,699555345,28575,4.396523038781051,,1,0,1,0,0,0,0,0,1,0,,,,,,,
MC43MDY2OTUwNzc3MTYxOTY3,X54384844,677588441,28200,2.619843983685853,,0,0,0,1,0,1,1,0,0,0,,,,,,,
MC43MDY3ODAxMDY5OTg5MzM3,X95811277,639067452,28256,19.373699547065648,Home Premium,0,1,0,0,0,0,1,1,1,0,,,,,,,
MC43MDY4MDQ4NzMyMDM2MjY1,X61685037,639924384,28172,17.677068244986774,Home Premium,0,0,1,0,0,0,0,0,1,1,28172 Villalbilla,28172 VILLALBILLA,2020.0,53810.0,,,
MC43MDY4MjMxNDQzMTI4NTc=,X33285612,608930002,28030,7.603809085772494,,1,0,1,0,1,0,0,0,0,0,"28030 Cabrera, La","28030 CABRERA, LA",2020.0,42898.0,,,
MC43MDY4NjMwNjM0NDgyNjc=,X98862061,617357608,28264,21.80401520758721,Home Basic,0,1,0,0,1,0,1,1,0,0,,,,,,,
MC43MDYwMDk3OTk4MzM3MTUx,X91524834,666181395,28431,1.6524584423795008,,0,1,0,0,0,0,1,1,1,0,,,,,,,
MC43MDYwNzE4ODc2NDMyNTk4,X16011690,617131285,28200,6.763444724281469,,0,0,0,0,0,1,1,1,0,0,,,,,,,
MC43MDYxOTM0MjY1MzM4Njc=,X50021579,690551044,28771,3.7957838163653896,,0,0,0,1,0,1,1,0,0,0,,,,,,,
MC43MDYyNDQwMzk5NTQyMzcz,X96958995,676770932,28542,19.248715268651747,Home Premium,0,1,0,1,1,0,1,0,0,0,,,,,,,
MC43MDYyNjY4MzgzODYyMzg3,X29268965,679498784,28537,16.100442349848926,Home Premium Plus,0,0,0,1,0,1,1,0,0,0,,,,,,,
MC43MDc0NTE0ODk0ODU4OTQy,X58007596,685194005,28053,21.413967437572907,Home Premium,1,0,1,0,0,0,0,0,1,0,28053 Daganzo de Arriba,28053 DAGANZO DE ARRIBA,2020.0,55635.0,,,
MC43MDc1MTY5MjcxMjcxNjk3,X87627123,606544743,28107,16.21542815840779,Home Basic,1,0,1,0,1,0,0,0,0,0,28107 Patones,28107 PATONES,2020.0,40992.0,,,
MC43MDc1MzkzMzgzNzEyMzc0,X16177692,656545183,28296,6.362957067319583,,0,0,1,0,1,0,0,0,0,1,,,,,,,
MC43MDc2Mzc1ODYxMDY0MzA3,X13642891,608901895,28714,3.5699583008016367,,0,1,0,1,0,0,1,0,1,0,,,,,,,
MC43MDc2Nzk3NDM5NzM1MDQ3,X34583159,658566427,28139,23.302266486274455,Home Premium Plus,0,0,0,0,0,1,1,1,0,0,,,,,,,
MC43MDc4MTc2NjE0MDAxNjYy,X78515793,606864499,28192,4.965489589605985,,1,0,1,0,0,0,0,0,1,0,,,,,,,
MC43MDcwMDU0NDIxODg4OTk1,X52629954,627103313,28405,23.852741336606073,Home Premium Plus,0,1,0,0,1,0,1,1,0,0,,,,,,,
MC43MDcwODA4NTgxNDYxODgy,X73827271,695938334,28498,5.178055020975097,,0,1,0,0,1,0,1,1,0,0,,,,,,,
MC43MDcxMDQ4Mjk0MDQwNDg0,X65882795,673296743,28306,1.415109557375592,,0,0,0,1,0,1,1,0,0,0,,,,,,,
MC43MDcyNjMwODkyMjk4NzU2,X50883882,602679943,28108,4.000679295764088,,1,0,1,0,0,0,0,0,1,0,28108 Pedrezuela,28108 PEDREZUELA,2020.0,43017.0,,,
MC43MDg2MDY3OTU4MzI2Mzg2,X05641777,655663861,28537,5.480268216778981,,0,0,1,0,0,0,0,0,1,1,,,,,,,
MC43MDg2OTQ5OTI4MTc2MzM=,X39416772,683789522,28990,4.844441497355089,,1,0,1,0,0,0,0,0,1,0,,,,,,,
MC43MDg5ODU1MzQ4OTUxNzQx,X11367542,661242079,28292,3.4985354055360673,,0,0,0,0,0,1,1,1,0,0,,,,,,,
MC43MDgwMTAwMTMxMzE2MDQ0,X40915829,641394177,28417,23.075272704770875,Home Basic,1,0,1,0,0,0,0,0,1,0,,,,,,,
MC43MDgwNzI5NDE2OTY2NzE3,X81123429,649861221,28054,29.856696985434706,Home Premium Plus,0,1,0,1,0,0,1,0,1,0,"28054 Escorial, El","28054 ESCORIAL, EL",2020.0,52202.0,,,
MC43MDgyMzM4MjM0NDMxNDU5,X38679363,686052332,28855,8.52365779712948,,1,0,1,0,0,0,0,0,1,0,,,,,,,
MC43MDgyNTM2NzU2MDM0ODg1,X45711048,656480890,28944,5.102021225036333,,1,0,1,0,1,0,0,0,0,0,,,,,,,
MC43MDgyNjUzNzE5MzY2OTE3,X45764577,699028556,28286,3.4718136930027175,,0,0,0,0,0,1,1,1,0,0,,,,,,,
MC43MDgzMzgxMzExNjg3MzMz,X06553276,637729456,28117,14.904739123213574,Home Premium,0,1,0,0,0,0,1,1,1,0,28117 PrÃ¡dena del RincÃ³n,28117 PRA¡DENA DEL RINCA3N,2020.0,39165.0,,,
MC43MDgzOTEyODEzNTIyMTM2,X19810930,622352037,28264,8.912582384314469,,0,1,0,0,0,0,1,1,1,0,,,,,,,
MC43MDk2MDUzOTIwMDk2NDkx,X65981909,655722919,28528,0.7468871117126943,,1,0,1,0,0,0,0,0,1,0,,,,,,,
MC43MDk4Mjk0ODEzNjEzODU3,X13401854,679233914,28177,4.385378494810913,,0,1,0,0,1,0,1,1,0,0,28177 Villanueva del Pardillo,28177 VILLANUEVA DEL PARDILLO,2020.0,73092.0,,,
MC43MDkxNDI2ODU0MTkwOTY2,X53791943,668016509,28742,1.7160828948063136,,0,1,0,1,1,0,1,0,0,0,,,,,,,
MC43MDkzMjA3NjM1NDkxNDg=,X99791222,640136950,28057,22.331653928322098,Home Basic,0,1,0,1,1,0,1,0,0,0,28057 Fresno de Torote,28057 FRESNO DE TOROTE,2020.0,42636.0,,,
MC43MDkzNzc3MzM0OTE3NzI1,X33746368,696768858,28784,4.202618031036155,,0,0,1,0,0,0,0,0,1,1,,,,,,,
MC43MDkzNzgwMTY0OTQyNzE5,X05174490,619466373,28556,8.278019471598796,,0,1,0,1,0,0,1,0,1,0,,,,,,,
MC43MTA1Nzk4NDQ5MDg3NjM4,X54838138,619588089,28618,1.5150693008042522,,0,0,0,1,0,1,1,0,0,0,,,,,,,
MC43MTA4NDA0NzE1MTk4MDk5,X11353273,638713732,28947,9.904356220778327,,1,0,1,0,1,0,0,0,0,0,,,,,,,
MC43MTA4NTQxNzQ0MTY5NzQ3,X34583159,658566427,28139,23.9265649176376,Home Premium Plus,0,0,0,0,0,1,1,1,0,0,,,,,,,
MC43MTA5MjIwMjMzNTc0OTM1,X00893911,632353688,28837,15.848008801719088,Home Premium,0,0,0,1,0,1,1,0,0,0,,,,,,,
MC43MTAwMTA0ODY2MjMzMzcx,X13340414,688141936,28544,11.862555593297158,Home Basic,0,1,0,0,0,0,1,1,1,0,,,,,,,
MC43MTAwNTEwNDY5MzI2MTIx,X16075398,638920662,28417,4.756166495273466,,0,0,0,0,0,1,1,1,0,0,,,,,,,
MC43MTAxOTQzMzA3NzczNjQ1,X86962945,620173231,28137,23.18676218465904,Home Basic,0,0,1,0,1,0,0,0,0,1,"28137 Santos de la Humosa, Los","28137 SANTOS DE LA HUMOSA, LOS",2020.0,40497.0,,,
MC43MTAyNDk3Mzc4MTA1OTMy,X39566974,609547382,28474,9.085274764657749,,0,0,0,0,0,1,1,1,0,0,,,,,,,
MC43MTAzODAxNDg3MDA2ODEy,X15296336,649918542,28177,10.39134075097235,,0,1,0,0,1,0,1,1,0,0,28177 Villanueva del Pardillo,28177 VILLANUEVA DEL PARDILLO,2020.0,73092.0,,,
MC43MTAzODk2NjQ0MjA0MzM3,X01761176,653282263,28305,6.002274260109653,,0,1,0,1,1,0,1,0,0,0,,,,,,,
MC43MTE2MzU2MzgxNjM2NDI0,X06331643,609537458,28218,15.319789655492986,,0,1,0,0,0,0,1,1,1,0,,,,,,,
MC43MTE2NDEzMjA0MTU5Mjk1,X46048527,603054713,28916,1.4656740362858338,,0,1,0,1,0,0,1,0,1,0,,,,,,,
MC43MTE2ODgzOTc5MzcwMjA3,X37862089,619395017,28797,17.50285268205775,Home Premium,0,1,0,0,0,0,1,1,1,0,,,,,,,
MC43MTE3NjIyMTE5MDMwNzk1,X10492662,610701937,28638,22.310912544731508,Home Basic,0,1,0,0,1,0,1,1,0,0,,,,,,,
MC43MTEwMjQ1ODI1ODY5OTI2,X71996347,644496747,28094,19.99427605657988,Home Basic,0,0,1,0,0,0,0,0,1,1,28094 Navalafuente,28094 NAVALAFUENTE,2020.0,35441.0,,,
MC43MTEyNTY0NzgxMDI4NTM2,X28703546,651899601,28242,7.835086427555256,,0,0,1,0,1,0,0,0,0,1,,,,,,,
MC43MTI1NDQyODE0MzI3MTc4,X33814330,662151080,28187,10.439354429626896,,0,1,0,0,0,0,1,1,1,0,,,,,,,
MC43MTI1OTI1MDU0MTkwMzM=,X43442230,674579624,28174,24.96067644286001,Home Premium,1,0,1,0,0,0,0,0,1,0,28174 Villamanta,28174 VILLAMANTA,2020.0,35859.0,,,
MC43MTI2MzAyOTIwNjMwNTY3,X89056868,689356565,28358,8.636917031876106,,0,1,0,0,0,0,1,1,1,0,,,,,,,
MC43MTI4MDk5NDMzMTMwOTM2,X33909836,629914969,28301,7.875500274216662,,1,0,1,0,1,0,0,0,0,0,,,,,,,
MC43MTI5ODQ1NDUwNDY4MDI=,X58685016,645158063,28267,5.580197864877162,,0,0,0,1,0,1,1,0,0,0,,,,,,,
MC43MTIyMjAyOTIxMzE2Mzc4,X24202587,679948786,28093,11.174082263419946,,0,1,0,0,1,0,1,1,0,0,28093 Navacerrada,28093 NAVACERRADA,2020.0,50787.0,,,
MC43MTIyNTUxNTg1Nzc2Nzc1,X24055348,698733430,28969,25.35817794851019,Home Premium,1,0,1,0,0,0,0,0,1,0,,,,,,,
MC43MTIzMjA3ODEwNjU4NDk3,X12800479,610294817,28237,5.432225634008692,,0,1,0,0,0,0,1,1,1,0,,,,,,,
MC43MTM0ODE5MzQ4OTAwOTk=,X98490008,642578117,28388,19.880576694856305,Home Basic,0,1,0,0,0,0,1,1,1,0,,,,,,,
MC43MTM2MDE5Mzg1NzEzODY=,X96081046,646813916,28643,4.770451775423586,,0,0,1,0,0,0,0,0,1,1,,,,,,,
MC43MTM2NDgzNDAyMjMyODI4,X04408273,604566623,28175,7.672562654425471,,0,0,0,1,0,1,1,0,0,0,28175 Villamantilla,28175 VILLAMANTILLA,2020.0,40766.0,,,
MC43MTM2Njk2MDI3Njk0Nzg=,X45919250,641175054,28705,6.306252094477321,,0,0,1,0,0,0,0,0,1,1,,,,,,,
MC43MTM3MzkwNzA1MzgxODQy,X05174490,619466373,28556,0.7916099004773534,,0,1,0,1,0,0,1,0,1,0,,,,,,,
MC43MTM5MjQ2NTQwMjI1NzM4,X70237287,655038622,28679,30.68309398194718,Home Premium Plus,0,1,0,0,1,0,1,1,0,0,,,,,,,
MC43MTMwMzgyOTY4Njk2Nzc4,X42795370,628307799,28071,14.54951620444323,,0,0,1,0,0,0,0,0,1,1,28071 Horcajuelo de la Sierra,28071 HORCAJUELO DE LA SIERRA,2020.0,37437.0,,,
MC43MTMyMTU2MDkwOTAzMjE4,X33813018,688910164,28270,19.705878625885372,Home Premium Plus,0,0,1,0,0,0,0,0,1,1,,,,,,,
MC43MTMzNDk3MTczNDM1ODk0,X00437859,655414412,28914,3.156955386337816,,0,0,1,0,1,0,0,0,0,1,,,,,,,
MC43MTQ0NTQ4OTc0MTcwMzcz,X24639490,674016154,28540,19.70769183046659,Home Premium Plus,0,1,0,0,0,0,1,1,1,0,,,,,,,
MC43MTQ0OTc1MTE2MjUxNzMy,X98257041,681733356,28261,15.279884552162253,Home Premium,1,0,1,0,0,0,0,0,1,0,,,,,,,
MC43MTQ1ODIwOTA1NjE1NjU=,X99659581,640324255,28201,11.663195955579525,,0,0,1,0,0,0,0,0,1,1,,,,,,,
MC43MTQ1ODY0ODEzMDU2ODI3,X11546809,692794098,28262,24.77699601981879,Home Basic,0,1,0,0,1,0,1,1,0,0,,,,,,,
MC43MTQ2NTk4MTY1NDY2Mjk=,X59937298,697980523,28955,13.221140047909437,,0,1,0,0,1,0,1,1,0,0,,,,,,,
MC43MTQ2Njk4MzYxMzI1NzI4,X90132682,689971052,28608,7.612870437053651,Home Premium,0,1,0,1,1,0,1,0,0,0,,,,,,,
MC43MTQ3NDY2NTY5NzUxNjE=,X65939361,630166758,28723,7.781528634963732,,0,1,0,0,0,0,1,1,1,0,,,,,,,
MC43MTQ3NTcxMjIzMTM1MDky,X19653505,642717028,28228,3.3954555198367364,,0,0,1,0,0,0,0,0,1,1,,,,,,,
MC43MTQxNTUwMzk2NTM5ODQz,X72984406,675148636,28234,6.678013343585123,,0,1,0,1,0,0,1,0,1,0,,,,,,,
MC43MTQxODU0NDQ0NzgyNzM2,X84788373,685151801,28170,3.3127227654787372,,0,1,0,0,0,0,1,1,1,0,28170 Villaconejos,28170 VILLACONEJOS,2020.0,30694.0,,,
MC43MTQyODc0NjgwNDU3MDQy,X22937414,666306540,28852,17.576885895175025,Home Premium,0,0,1,0,0,0,0,0,1,1,,,,,,,
MC43MTU0MzU1MTAwMzI2NDMz,X80849326,675664504,28885,5.981206439067446,,0,1,0,0,1,0,1,1,0,0,,,,,,,
MC43MTU2MTIzNzUwMDk5MTkz,X45643486,637238241,28873,3.61030415331764,,0,1,0,1,1,0,1,0,0,0,,,,,,,
MC43MTU3MTAyNTE3MjE2MjA4,X88998862,604826874,28538,7.278394743816946,,0,1,0,0,1,0,1,1,0,0,,,,,,,
MC43MTU4ODY2NjU3NzcyNDg3,X16764699,636289915,28032,2.313172907854721,,1,0,1,0,0,0,0,0,1,0,28032 Camarma de Esteruelas,28032 CAMARMA DE ESTERUELAS,2020.0,54050.0,,,
MC43MTU5NjU4MDQ5MzM2MDc1,X89076484,632617499,28562,3.595712962494736,,0,0,0,1,0,1,1,0,0,0,,,,,,,
MC43MTU5NzIwNzQ3ODgzNTQz,X98240388,638217608,28683,7.697173779064974,,0,1,0,1,1,0,1,0,0,0,,,,,,,
MC43MTUwOTQ2MTQxNzg0MzIx,X67863236,653528765,28371,1.06317322082784,,0,1,0,1,0,0,1,0,1,0,,,,,,,
MC43MTUxMzI2MTA1NzUxNjcx,X64138798,666038035,28641,20.75121561302852,Home Premium Plus,1,0,1,0,1,0,0,0,0,0,,,,,,,
MC43MTY0NjI0NzAwNDU2MzM5,X24425220,667494400,28403,3.382987371795775,,0,0,1,0,1,0,0,0,0,1,,,,,,,
MC43MTY0OTcwODkyMjA3MzAy,X08326719,689158680,28206,19.835733966640117,Home Basic,0,0,0,1,0,1,1,0,0,0,,,,,,,
MC43MTY2NjAyMTIzMjI5MDE0,X81676340,697173164,28847,15.049207827654651,Home Basic,0,0,0,0,0,1,1,1,0,0,,,,,,,
MC43MTY2OTg0MDM3MjEzMzkx,X96627751,686856729,28340,3.7929793372050735,,0,0,1,0,0,0,0,0,1,1,,,,,,,
MC43MTY3NDE3MTQ0MTA0ODE=,X96911341,672894699,28738,7.400512526232692,,0,0,0,1,0,1,1,0,0,0,,,,,,,
MC43MTY3NTY4ODgyNzA3NTM3,X95441145,633295749,28035,14.36817058357843,Home Premium,0,0,1,0,1,0,0,0,0,1,28035 CarabaÃ±a,28035 CARABAA±A,2020.0,29093.0,,,
MC43MTY3NjY3OTQ3MDYxMDg1,X61656889,643278191,28929,23.971999034424897,Home Premium,1,0,1,0,0,0,0,0,1,0,,,,,,,
MC43MTY4MTk4ODMyMzMzMjE1,X06518870,694354618,28361,21.417635206223988,Home Basic,1,0,1,0,0,0,0,0,1,0,,,,,,,
MC43MTY4OTIzMDM3MzA1Mjg1,X59937298,697980523,28955,12.282782224441211,,0,1,0,0,1,0,1,1,0,0,,,,,,,
MC43MTYwNjIwNDA5MjI2MDMz,X36151802,666848479,28170,8.704826322917643,,0,0,1,0,1,0,0,0,0,1,28170 Villaconejos,28170 VILLACONEJOS,2020.0,30694.0,,,
MC43MTc0ODM4Nzg1MzEwOTky,X15313805,650920289,28554,2.973793584604252,,0,1,0,1,1,0,1,0,0,0,,,,,,,
MC43MTc1NDI4NDE1NTM5MzI5,X95811277,639067452,28256,18.20786626832452,Home Premium,0,1,0,0,0,0,1,1,1,0,,,,,,,
MC43MTc2MjA5Mzk4NDM0NDM=,X18722613,626166634,28208,12.5893793398736,,0,1,0,1,1,0,1,0,0,0,,,,,,,
MC43MTc2NjU5Mzg1NTQwMTU2,X90011597,661561345,28946,4.203003760051295,,0,0,1,0,1,0,0,0,0,1,,,,,,,
MC43MTc4NDAyMzMyMjM0NzE4,X27488908,695858790,28186,4.197590150585256,,0,1,0,0,1,0,1,1,0,0,,,,,,,
MC43MTc5NjU2Njg4MDU5NjA4,X26846800,687398332,28079,3.3748855701878253,,0,1,0,1,0,0,1,0,1,0,28079 Madrid,28079 MADRID,2020.0,56570.0,,,
MC43MTc5NjcyOTI4NzIzNjU3,X86747279,679207870,28748,1.0216962521244568,,1,0,1,0,0,0,0,0,1,0,,,,,,,
MC43MTcwNTI0MDgyNTE4OTQ4,X03722487,606723554,28990,25.90951206909154,Home Basic,0,0,0,0,0,1,1,1,0,0,,,,,,,
MC43MTcwOTAxODE2MjI2MTQ=,X29159592,650958506,28287,11.637669519178688,,0,1,0,1,1,0,1,0,0,0,,,,,,,
MC43MTcxODQ3Mzk0NjI0NzI=,X47669744,622961575,28911,17.26077374432477,Home Basic,0,0,0,0,0,1,1,1,0,0,,,,,,,
MC43MTcyNjY3ODY0ODQxODE3,X30885102,645945552,28049,19.284751003341608,Home Basic,1,0,1,0,1,0,0,0,0,0,28049 Coslada,28049 COSLADA,2020.0,31033.0,,,
MC43MTczMTI4MTQ2OTQyOTk1,X11125695,680410202,28685,5.692136208775822,,1,0,1,0,0,0,0,0,1,0,,,,,,,
MC43MTczMzQ3MTIyOTc0OTI2,X58305363,608477890,28970,20.101470857612696,Home Premium Plus,0,1,0,0,1,0,1,1,0,0,,,,,,,
MC43MTg2NTc4NzI0NDk1MDA3,X01329564,667673344,28650,18.593552694488636,Home Premium,0,1,0,0,1,0,1,1,0,0,,,,,,,
MC43MTg3MzkwMDY5MDU2MDg0,X27595300,678999745,28448,14.257360195291293,Home Basic,0,1,0,0,1,0,1,1,0,0,,,,,,,
MC43MTg3ODExNjA3NzEzMDY=,X76422588,610413816,28881,12.55956368826729,,0,1,0,0,0,0,1,1,1,0,,,,,,,
MC43MTg5MjEwNjI1MjcxMDc0,X93125132,634743428,28540,6.121655808050322,,0,0,0,0,0,1,1,1,0,0,,,,,,,
MC43MTg5MzU2MDEzNDY2NDg2,X65680217,631259506,28954,10.881914724842993,,0,0,1,0,1,0,0,0,0,1,,,,,,,
MC43MTg5NTc5ODY2Nzc1MTc0,X00148952,621331532,28038,20.982897275743873,Home Premium,0,0,0,0,0,1,1,1,0,0,28038 Cercedilla,28038 CERCEDILLA,2020.0,48697.0,,,
MC43MTgwODA3MzExODI5MjQ=,X16718363,639924130,28860,12.344782811973786,,1,0,1,0,0,0,0,0,1,0,,,,,,,
MC43MTgwOTAxOTMwMzE1NTIz,X42728524,618943937,28597,1.722943484584711,,1,0,1,0,1,0,0,0,0,0,,,,,,,
MC43MTgxOTkwNTgwOTc5MTM3,X46913536,674279849,28108,4.054483190832266,,0,0,0,0,0,1,1,1,0,0,28108 Pedrezuela,28108 PEDREZUELA,2020.0,43017.0,,,
MC43MTgyMjMzNTUyMzczMTk0,X19862924,633902743,28814,3.7697728889588498,,1,0,1,0,0,0,0,0,1,0,,,,,,,
MC43MTk0NTEyOTg3Njk1MDU2,X54909486,683494861,28729,20.90138134318424,Home Premium,0,0,0,0,0,1,1,1,0,0,,,,,,,
MC43MTk0ODM1MDcyNTU4Njc0,X14313419,682574778,28532,19.480624686156528,Home Premium,1,0,1,0,0,0,0,0,1,0,,,,,,,
MC43MTk3MDQwNzk1NzE1MDM2,X81598108,656609832,28763,2.5705140729765312,,0,0,1,0,0,0,0,0,1,1,,,,,,,
MC43MTk3MzE4NTc0MDU1MjQ2,X12293900,600622402,28118,18.18737876361974,Home Basic,1,0,1,0,1,0,0,0,0,0,28118 Puebla de la Sierra,28118 PUEBLA DE LA SIERRA,2020.0,,,,
MC43MTk3NjkzNzMxMTIzNzg5,X98594731,668690695,28990,6.180900402864291,,0,0,1,0,1,0,0,0,0,1,,,,,,,
MC43MTk4OTMxMTE2MDU5ODgz,X12830052,615902370,28619,18.195359980307433,Home Premium Plus,0,1,0,1,1,0,1,0,0,0,,,,,,,
MC43MTk5MzQwMDkyNzI5MzQ0,X48003688,642945061,28591,14.0209033624047,Home Premium Plus,1,0,1,0,1,0,0,0,0,0,,,,,,,
MC43MTk5NDUxMDA1NDAwOTUx,X01244954,643385087,28688,7.846398135929679,,0,0,0,1,0,1,1,0,0,0,,,,,,,
MC43MTkwMzk4Mjc5NDY3ODk5,X57189797,619007663,28808,9.847812272753586,,1,0,1,0,1,0,0,0,0,0,,,,,,,
MC43MTkxMTI2MzQzNjEwNzY=,X36011983,651554297,28376,7.883055175748899,,1,0,1,0,0,0,0,0,1,0,,,,,,,
MC43MTkxMTI5MjY4MDc2ODM0,X65968067,676243606,28912,8.334051223067634,,0,0,1,0,1,0,0,0,0,1,,,,,,,
MC43MjA0NDY3MDMwNjY2MjU2,X91524834,666181395,28431,11.073343032970795,,0,1,0,0,0,0,1,1,1,0,,,,,,,
MC43MjA0OTk3Nzg4MDQ1OTY4,X63627517,678393713,28567,31.46573489447068,Home Basic,0,0,1,0,0,0,0,0,1,1,,,,,,,
MC43MjA1MTEzNzIzMzY3NDkx,X65617026,668792624,28374,23.318393111739333,Home Basic,1,0,1,0,0,0,0,0,1,0,,,,,,,
MC43MjA1MjYzMjUxNDY3NjIy,X70904996,616329233,28800,20.434367916996983,Home Premium,1,0,1,0,0,0,0,0,1,0,,,,,,,
MC43MjA1NTQ2NjE5MDUwMDYy,X68247411,655588940,28411,16.80574344408137,Home Premium,0,0,1,0,1,0,0,0,0,1,,,,,,,
MC43MjA4MTM1NjU3NzIwMDQy,X81921449,688533590,28835,26.73196846718931,Home Premium Plus,0,0,1,0,0,0,0,0,1,1,,,,,,,
MC43MjA5MTk5MjQxMDA5ODU=,X41980526,642038509,28304,19.700829240328652,Home Basic,0,1,0,1,0,0,1,0,1,0,,,,,,,
MC43MjAxOTk5MzM3OTk2NTA1,X96768672,662467137,28793,11.981173280387337,,0,0,0,0,0,1,1,1,0,0,,,,,,,
MC43MjAxOTkxMjY1MTUzNTQ2,X18447493,688591939,28723,16.41457918539252,Home Premium Plus,0,1,0,1,1,0,1,0,0,0,,,,,,,
MC43MjAyMTEwMjY3MTIxMDk1,X92499213,631261818,28088,4.983000169007412,,0,0,0,1,0,1,1,0,0,0,28088 Montejo de la Sierra,28088 MONTEJO DE LA SIERRA,2020.0,31035.0,,,
MC43MjAyNDc2MjE2ODYwMzg=,X32555317,673621660,28597,9.744927892413282,Home Basic,1,0,1,0,1,0,0,0,0,0,,,,,,,
